doc_id,Review_Date,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,TripType_Leisure,Comp_Group,Comp_Solo,Comp_Family,Submit_Mobile,month_idx,Season_Spring,Season_Summer,Season_Autumn,reviewer_activity_z
292,2017-04-20,8.8,"[' Leisure trip ', ' Family with older children ', ' Deluxe Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",31,1,0,0,0,1,4,1,0,0,2.49462190611638
293,2017-04-24,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",5,1,0,0,0,1,4,1,0,0,-0.1582542671023971
294,2016-04-17,9.2,"[' Leisure trip ', ' Family with young children ', ' Luxury Room 3 Adults with canal view ', ' Stayed 6 nights ']",1,1,0,0,1,0,4,1,0,0,-0.566389062982209
295,2017-04-06,7.1,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",11,1,0,0,1,1,4,1,0,0,0.4539479267173208
296,2016-04-08,10.0,"[' Leisure trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 1 night ']",12,1,0,1,0,0,4,1,0,0,0.5559816256872738
297,2016-04-19,9.6,"[' Leisure trip ', ' Couple ', ' Studio Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",12,1,0,0,0,1,4,1,0,0,0.5559816256872738
298,2016-04-30,5.8,"[' Leisure trip ', ' Family with older children ', ' Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
299,2017-04-18,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,4,1,0,0,-0.566389062982209
300,2016-04-03,8.8,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",7,1,0,0,0,1,4,1,0,0,0.045813130837508875
301,2017-04-19,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",1,1,0,0,0,0,4,1,0,0,-0.566389062982209
302,2017-04-05,6.7,"[' Leisure trip ', ' Family with young children ', ' Superior Room with Queen size bed and Sofa Bed ', ' Stayed 2 nights ']",1,1,0,0,1,0,4,1,0,0,-0.566389062982209
303,2017-04-24,5.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,0,0,1,0,1,4,1,0,0,-0.566389062982209
304,2017-04-10,7.1,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,4,1,0,0,-0.566389062982209
305,2017-04-28,8.3,"[' Leisure trip ', ' Couple ', ' Twin Room Non Smoking ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
306,2016-04-07,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",21,1,0,0,0,1,4,1,0,0,1.4742849164168506
307,2017-04-10,8.8,"[' Business trip ', ' Family with young children ', ' Executive King Room ', ' Stayed 3 nights ']",22,0,0,0,1,0,4,1,0,0,1.5763186153868036
308,2016-04-06,10.0,"[' Leisure trip ', ' Family with older children ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",46,1,0,0,0,1,4,1,0,0,4.025127390665675
309,2017-04-15,10.0,"[' Leisure trip ', ' Group ', ' Executive Twin Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,4,1,0,0,-0.566389062982209
310,2016-04-05,6.3,"[' Leisure trip ', ' Couple ', ' Superior Plus Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
311,2017-04-26,6.7,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 2 nights ']",20,1,0,0,1,0,4,1,0,0,1.3722512174468977
312,2016-04-09,6.7,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",4,0,0,0,0,0,4,1,0,0,-0.26028796607235005
313,2017-04-11,8.8,"[' Leisure trip ', ' Family with young children ', ' Studio King Family ', ' Stayed 3 nights ']",32,1,0,0,1,0,4,1,0,0,2.596655605086333
314,2016-04-12,6.7,"[' Leisure trip ', ' Couple ', ' One Bedroom Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",6,1,0,0,0,1,4,1,0,0,-0.05622056813244411
315,2016-04-30,9.0,"[' Business trip ', ' Solo traveler ', ' Luxury Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,0,0,1,0,1,4,1,0,0,-0.26028796607235005
316,2017-04-06,7.9,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 3 nights ']",24,1,0,0,0,0,4,1,0,0,1.7803860133267093
317,2017-04-05,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",35,1,0,0,0,0,4,1,0,0,2.902756701996192
318,2016-04-10,10.0,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",12,1,0,1,0,0,4,1,0,0,0.5559816256872738
319,2017-04-27,8.8,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",4,1,0,1,0,0,4,1,0,0,-0.26028796607235005
320,2016-05-23,10.0,"[' Business trip ', ' Group ', ' Executive Twin Room ', ' Stayed 1 night ']",2,0,1,0,0,0,5,1,0,0,-0.464355364012256
321,2016-05-20,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,0,0,1,0,1,5,1,0,0,-0.566389062982209
322,2016-05-04,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,0,1,5,1,0,0,-0.36232166504230306
323,2016-05-03,7.5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,5,1,0,0,-0.566389062982209
324,2016-05-10,9.6,"[' Leisure trip ', ' Couple ', ' Double Room with Public Transport Ticket ', ' Stayed 2 nights ']",15,1,0,0,0,0,5,1,0,0,0.8620827225971327
325,2017-05-10,8.3,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",15,1,0,0,1,1,5,1,0,0,0.8620827225971327
326,2016-05-27,8.8,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",8,1,0,0,0,0,5,1,0,0,0.14784682980746186
327,2017-05-26,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",12,1,0,0,0,0,5,1,0,0,0.5559816256872738
328,2017-05-15,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,5,1,0,0,-0.566389062982209
329,2017-05-30,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,5,1,0,0,-0.566389062982209
330,2017-05-16,10.0,"[' Business trip ', ' Solo traveler ', ' Classic Room with Courtyard View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",13,0,0,1,0,1,5,1,0,0,0.6580153246572268
331,2016-05-03,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",10,1,0,0,0,0,5,1,0,0,0.3519142277473678
332,2017-05-11,5.4,"[' Leisure trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,1,0,1,5,1,0,0,-0.566389062982209
333,2016-05-02,6.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 4 nights ']",1,1,0,0,1,0,5,1,0,0,-0.566389062982209
334,2017-05-09,7.5,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,5,1,0,0,-0.566389062982209
335,2017-05-20,10.0,"[' Business trip ', ' Travelers with friends ', ' Deluxe Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",1,0,0,0,0,1,5,1,0,0,-0.566389062982209
336,2017-05-12,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,1,0,0,0,1,5,1,0,0,-0.26028796607235005
337,2017-05-31,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",13,1,0,0,0,0,5,1,0,0,0.6580153246572268
338,2017-05-13,7.5,"[' Leisure trip ', ' Family with young children ', ' Guest Queen Room with Two Queen Beds ', ' Stayed 2 nights ']",5,1,0,0,1,0,5,1,0,0,-0.1582542671023971
339,2017-05-06,10.0,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",2,1,0,0,1,1,5,1,0,0,-0.464355364012256
340,2016-05-26,2.9,"[' Business trip ', ' Couple ', ' Basic Double Room ', ' Stayed 2 nights ']",1,0,0,0,0,0,5,1,0,0,-0.566389062982209
341,2017-05-05,7.1,"[' Business trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 2 nights ']",5,0,0,0,0,0,5,1,0,0,-0.1582542671023971
342,2017-05-16,6.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",29,1,0,0,0,1,5,1,0,0,2.2905545081764744
343,2017-05-20,10.0,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,1,0,1,5,1,0,0,-0.566389062982209
344,2017-05-02,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,0,0,1,0,1,5,1,0,0,-0.464355364012256
345,2017-05-26,10.0,"[' Group ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,0,1,0,0,1,5,1,0,0,-0.566389062982209
346,2016-05-10,9.5,"[' Business trip ', ' Solo traveler ', ' Twin Room Non Smoking ', ' Stayed 4 nights ']",2,0,0,1,0,0,5,1,0,0,-0.464355364012256
347,2017-05-01,8.3,"[' Leisure trip ', ' Family with young children ', ' Classic Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,1,1,5,1,0,0,-0.566389062982209
348,2016-05-06,9.2,"[' Leisure trip ', ' Couple ', ' Double Room with Street View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6,1,0,0,0,1,5,1,0,0,-0.05622056813244411
349,2017-05-15,10.0,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']",8,1,0,1,0,0,5,1,0,0,0.14784682980746186
350,2016-05-09,8.8,"[' Leisure trip ', ' Couple ', ' Superior Room with Spa access ', ' Stayed 3 nights ']",2,1,0,0,0,0,5,1,0,0,-0.464355364012256
351,2016-05-29,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Suite ', ' Stayed 1 night ']",1,0,0,1,0,0,5,1,0,0,-0.566389062982209
352,2016-05-12,6.7,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']",2,0,0,1,0,0,5,1,0,0,-0.464355364012256
353,2016-05-04,9.2,"[' Leisure trip ', ' Group ', ' Basic Double Room ', ' Stayed 2 nights ']",18,1,1,0,0,0,5,1,0,0,1.1681838195069916
354,2016-05-10,7.5,"[' Business trip ', ' Solo traveler ', ' Superior King Room ', ' Stayed 1 night ']",2,0,0,1,0,0,5,1,0,0,-0.464355364012256
355,2017-05-06,9.6,"[' Leisure trip ', ' Group ', ' Economy Twin Room ', ' Stayed 1 night ']",1,1,1,0,0,0,5,1,0,0,-0.566389062982209
356,2016-05-04,3.3,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 4 nights ']",5,1,0,0,0,0,5,1,0,0,-0.1582542671023971
357,2017-05-03,8.3,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",2,1,0,0,0,0,5,1,0,0,-0.464355364012256
358,2016-05-08,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,5,1,0,0,-0.566389062982209
359,2016-05-26,5.8,"[' Leisure trip ', ' Couple ', ' Business Double Room ', ' Stayed 2 nights ']",14,1,0,0,0,0,5,1,0,0,0.7600490236271797
360,2016-05-02,9.6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,5,1,0,0,-0.566389062982209
361,2017-05-27,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",4,1,0,0,1,1,5,1,0,0,-0.26028796607235005
362,2016-05-18,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",6,0,0,1,0,1,5,1,0,0,-0.05622056813244411
363,2017-05-07,9.2,"[' Business trip ', ' Group ', ' Deluxe King Room ', ' Stayed 5 nights ']",19,0,1,0,0,0,5,1,0,0,1.2702175184769446
364,2017-05-10,9.2,"[' Business trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,0,0,1,0,1,5,1,0,0,-0.1582542671023971
365,2016-05-10,7.9,"[' Leisure trip ', ' Couple ', ' Standard ', ' Stayed 1 night ']",3,1,0,0,0,0,5,1,0,0,-0.36232166504230306
366,2017-05-15,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",14,1,0,0,0,1,5,1,0,0,0.7600490236271797
367,2017-05-30,9.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe King Room with Stadium View ', ' Stayed 2 nights ']",4,1,0,0,1,0,5,1,0,0,-0.26028796607235005
368,2016-05-03,9.2,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",10,1,0,1,0,1,5,1,0,0,0.3519142277473678
369,2016-05-10,8.3,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,1,0,1,0,1,5,1,0,0,-0.36232166504230306
370,2016-05-11,10.0,"[' Business trip ', ' Group ', ' Double or Twin Room with Balcony ', ' Stayed 4 nights ']",4,0,1,0,0,0,5,1,0,0,-0.26028796607235005
371,2016-05-06,9.2,"[' Leisure trip ', ' Group ', ' Junior Suite with Spa Access ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,5,1,0,0,-0.566389062982209
372,2017-05-25,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",2,1,0,0,0,0,5,1,0,0,-0.464355364012256
373,2016-05-19,9.6,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 2 nights ']",2,1,0,0,0,0,5,1,0,0,-0.464355364012256
374,2017-05-07,9.2,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",12,1,0,0,1,1,5,1,0,0,0.5559816256872738
375,2017-05-12,10.0,"[' Leisure trip ', ' Group ', ' Executive Suite ', ' Stayed 4 nights ']",6,1,1,0,0,0,5,1,0,0,-0.05622056813244411
376,2016-05-12,6.7,"[' Business trip ', ' Solo traveler ', ' Superior King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5,0,0,1,0,1,5,1,0,0,-0.1582542671023971
377,2016-05-02,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room with Spa Bath ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",13,1,0,0,0,1,5,1,0,0,0.6580153246572268
378,2016-05-19,10.0,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",2,1,0,0,0,0,5,1,0,0,-0.464355364012256
379,2017-05-12,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",2,1,0,0,0,0,5,1,0,0,-0.464355364012256
380,2017-05-22,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 3 nights ']",1,1,0,0,0,0,5,1,0,0,-0.566389062982209
381,2017-05-02,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",7,1,0,0,0,1,5,1,0,0,0.045813130837508875
382,2017-05-01,10.0,"[' Business trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 3 nights ']",6,0,0,1,0,0,5,1,0,0,-0.05622056813244411
383,2017-05-29,10.0,"[' Leisure trip ', ' Family with young children ', ' Standard Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,1,1,5,1,0,0,-0.566389062982209
384,2017-05-18,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",1,0,0,1,0,0,5,1,0,0,-0.566389062982209
385,2016-05-10,9.6,"[' Leisure trip ', ' Family with older children ', ' Superior King or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",7,1,0,0,0,1,5,1,0,0,0.045813130837508875
386,2017-05-18,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 4 nights ']",3,1,0,0,0,0,5,1,0,0,-0.36232166504230306
387,2017-05-04,7.5,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,1,1,5,1,0,0,-0.464355364012256
388,2016-05-31,10.0,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,1,0,0,1,5,1,0,0,-0.36232166504230306
389,2017-05-21,10.0,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 3 nights ']",2,1,0,0,0,0,5,1,0,0,-0.464355364012256
390,2016-05-25,6.7,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,5,1,0,0,-0.566389062982209
391,2016-05-23,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",1,0,0,1,0,0,5,1,0,0,-0.566389062982209
392,2017-05-22,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,1,0,0,0,1,5,1,0,0,-0.1582542671023971
393,2017-05-31,8.8,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 2 nights ']",15,1,1,0,0,0,5,1,0,0,0.8620827225971327
394,2016-05-31,5.8,"[' Leisure trip ', ' Family with older children ', ' Superior Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",9,1,0,0,0,1,5,1,0,0,0.24988052877741485
395,2017-05-22,10.0,"[' Leisure trip ', ' Couple ', ' Double Room Intemporelle ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,1,0,0,0,1,5,1,0,0,-0.1582542671023971
396,2016-05-17,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room with Courtyard View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",8,1,0,0,0,1,5,1,0,0,0.14784682980746186
397,2017-05-18,7.5,"[' Leisure trip ', ' Travelers with friends ', ' Standard Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",10,1,0,0,0,1,5,1,0,0,0.3519142277473678
398,2017-05-19,10.0,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,1,0,0,1,5,1,0,0,-0.26028796607235005
399,2016-05-17,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,5,1,0,0,-0.566389062982209
400,2017-05-31,9.2,"[' Leisure trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 3 nights ']",6,1,0,1,0,0,5,1,0,0,-0.05622056813244411
401,2017-05-29,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",6,0,0,1,0,0,5,1,0,0,-0.05622056813244411
402,2016-05-15,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,5,1,0,0,-0.566389062982209
403,2017-05-16,6.7,"[' Leisure trip ', ' Family with young children ', ' Deluxe Triple Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,5,1,0,0,-0.566389062982209
404,2017-05-12,10.0,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",29,1,0,1,0,1,5,1,0,0,2.2905545081764744
405,2016-05-03,10.0,"[' Leisure trip ', ' Group ', ' Superior Triple Room with 3 Single Beds ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,1,1,0,0,1,5,1,0,0,-0.464355364012256
406,2017-05-05,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",46,1,0,0,0,1,5,1,0,0,4.025127390665675
407,2016-05-27,9.2,"[' Leisure trip ', ' Couple ', ' Two Connecting Double Rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",18,1,0,0,0,1,5,1,0,0,1.1681838195069916
408,2017-05-26,7.1,"[' Business trip ', ' Solo traveler ', ' Superior King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,0,0,1,0,1,5,1,0,0,-0.566389062982209
409,2017-05-15,10.0,"[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,1,1,0,0,1,5,1,0,0,-0.464355364012256
410,2016-06-05,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,0,1,6,0,1,0,-0.36232166504230306
411,2016-06-17,6.7,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 4 nights ']",12,0,0,1,0,0,6,0,1,0,0.5559816256872738
412,2017-06-09,8.8,"[' Leisure trip ', ' Family with young children ', ' Deluxe Room ', ' Stayed 4 nights ']",14,1,0,0,1,0,6,0,1,0,0.7600490236271797
413,2016-06-19,9.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,0,1,0,1,6,0,1,0,-0.26028796607235005
414,2017-06-23,9.2,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
415,2017-06-06,4.6,"[' Leisure trip ', ' Couple ', ' Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,1,0,0,0,1,6,0,1,0,-0.464355364012256
416,2016-06-05,3.3,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 4 nights ']",3,1,0,1,0,0,6,0,1,0,-0.36232166504230306
417,2016-06-15,10.0,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
418,2016-06-13,8.3,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
419,2017-06-20,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
420,2017-06-11,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,1,0,0,0,1,6,0,1,0,-0.464355364012256
421,2017-06-21,2.9,"[' Leisure trip ', ' Family with young children ', ' Basic Double Room ', ' Stayed 2 nights ']",3,1,0,0,1,0,6,0,1,0,-0.36232166504230306
422,2016-06-21,10.0,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",12,1,1,0,0,1,6,0,1,0,0.5559816256872738
423,2017-06-07,9.6,"[' Leisure trip ', ' Couple ', ' Classic Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
424,2017-06-18,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,0,1,6,0,1,0,-0.464355364012256
425,2017-06-01,10.0,"[' Leisure trip ', ' Family with young children ', ' Family Studio ', ' Stayed 4 nights ']",24,1,0,0,1,0,6,0,1,0,1.7803860133267093
426,2016-06-28,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",1,1,0,0,0,0,6,0,1,0,-0.566389062982209
427,2016-06-21,8.3,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,0,1,6,0,1,0,-0.36232166504230306
428,2017-06-06,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,6,0,1,0,-0.36232166504230306
429,2017-06-23,8.3,"[' Leisure trip ', ' Family with young children ', ' Studio King Family ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",16,1,0,0,1,1,6,0,1,0,0.9641164215670857
430,2017-06-27,8.8,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,6,0,1,0,-0.566389062982209
431,2016-06-21,7.5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9,1,0,0,0,1,6,0,1,0,0.24988052877741485
432,2016-06-28,9.6,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3,1,1,0,0,1,6,0,1,0,-0.36232166504230306
433,2017-06-17,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,6,0,1,0,-0.566389062982209
434,2017-06-23,10.0,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room with Balcony ', ' Stayed 6 nights ']",17,1,1,0,0,0,6,0,1,0,1.0661501205370387
435,2017-06-29,9.6,"[' Leisure trip ', ' Group ', ' Twin Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,1,0,0,1,6,0,1,0,-0.464355364012256
436,2016-06-05,5.8,"[' Leisure trip ', ' Solo traveler ', ' Marina Double Suite ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",5,1,0,1,0,1,6,0,1,0,-0.1582542671023971
