Review_Date,Positive_Review,Negative_Review,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,days_since_review,month_idx,days_num,doc_id
2017-06-27,Great location for West End and good value overall,We were given the wrong closing time by reception for the Sky Bar so we didn t end up getting to use it as it was closing just as we arrived Despite telling the staff upon booking that the party of 3 were all celebrating their birthdays I m disappointed to say that there was no little treat in the room for us which is customary at other 5 hotels,7.5,"[' Leisure trip ', ' Group ', ' Comfort Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,37 days,6,37,443
2017-06-27,Excellent location You can walk to most places worth seeing in Paris from here,Rooms are tiny but you get what you pay for,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",9,37 days,6,37,444
2017-06-12,The hotel was excellent and the staff was very friendly and nice and helpful,No Negative,10,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,52 days,6,52,445
2016-06-21,Nice location Modern ambiance Bright Comfortable rooms,It s a pity that I didn t have more time to use the SPA more,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,408 day,6,408,446
2016-06-06,The service and the location,The spices smell coming from the restaurant through the lobby all the time,8.8,"[' Leisure trip ', ' Couple ', ' Studio Suite ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",5,423 day,6,423,447
2016-06-28,everything was very nice,the only thing is location but if u are real human being u can buy ticket for number 5 tram and u are in the center,9.6,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 4 nights ']",11,401 day,6,401,448
2016-06-22,Mostly great and helpful reception staff rooms were really dark at night toiletries and coffee were great touches as they re all organic and the location is ideal,I had the room next to housekeeping so was woken early in the morning and that was a big nuissance Let the management staff know however and I think they re passing that feedback on,7.9,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5,407 day,6,407,449
2016-06-05,Great location in the Gothic Quarter away from the busy streets Hotel is beautifully minimally decorated on roman ruins The staff are very helpful and provided great tips for what to see and places to eat,Wish that breakfast was included in the room rate as at EUR34 per person it seems a bit much However we found lots of good options nearby,9.6,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 4 nights ']",11,424 day,6,424,450
2017-06-27,Staff were very helpful,The towels in the rooms in first day were good but theresfter they were not good and in fact stinking It seems they were bot being changed when rooms were being cleaned,6.7,"[' Business trip ', ' Group ', ' Single Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",1,37 days,6,37,451
2016-06-20,Staff was very friendly and helpful and beds were comfortable Handy shuttle service from hotel to airport,No Negative,7.9,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",12,409 day,6,409,452
2016-06-22,The hotel was great value for money breakfast was superb though perhaps a little pricey and room was very comfortable I also found all the staff very friendly and helpful Excellent all round,No Negative,9.6,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double or Twin Room 2 adults 1 child ', ' Stayed 2 nights ']",4,407 day,6,407,453
2017-06-13,No Positive,Air conditioning was poor in bedroom but that s all everything else great,8,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,51 days,6,51,454
2016-06-02,Clean comfortable Rooms Complementary fast wifi At request you can recieve a mobile phone called handy which acts like your tour guide which for me was quiet efficient free of charge ofcourse Air conditioned room Friendly staff,I had to sign a document stating charges if I were to damage something in the room I felt entrapped that if I didn t sign it I won t be allowed to stay in Single bed room was very small but for that price range acceptable The hotel corridors are very narrow and maze like No mini fridge for a 4 star hotel The mobilephone tour guide called handy was not charged when I received it took me all day to charge it since the battery was probably not charged for months,8.3,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8,427 day,6,427,455
2016-06-21,the bed was amazing best hotel bed I ve stayed in,breakfast was over priced and not that great we refused to pay for it second morning,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",1,408 day,6,408,456
2016-06-05,Staff was hjepful,It s not worth to book a super double room and spend an extra money amount on a hope to have a bigger room ROOMS ARE SUPER SMALL,5.8,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room Tea Time Wine Tasting Included ', ' Stayed 3 nights ']",2,424 day,6,424,457
2016-06-23,No Positive,everything about the Hotel was poor,2.5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",1,406 day,6,406,458
2017-06-01,Possibly the best overall hotel experience especially in UK that we hav experienced in recent years Staff exceptional and apart from one or two genuinely engaged with guests Congratulations to management n staff,Not worthwhile noting negatives,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,63 days,6,63,459
2016-06-11,Big room,Okay first of all if you would like to experience Amsterdam s night life Golden Tulip is not what you re looking for The last metro leave the centaal station around midnight and if you are tired after a long day you will find it difficult to take a 10 min walk to the hotel Plus they charge a 25 euro deposit per night wich I personaly think they should ve mention in their official page Not cool being charged in advance and not being aware of what to expect I find it ridiculous to pay 16 euro for breakfast per day when you can buy groceries and cost less than 15 euro for 4 days The personel was a bit distant and our towels never got replaced,5.4,"[' Group ', ' Standard Twin Room ', ' Stayed 4 nights ']",2,418 day,6,418,460
2016-06-29,Great location Room had dated decor but claen and all facilities were there Ironing board iron hair dryer desk fridge and small kitchnette All very useful Great free coffee purified water availabe on all floors,Dated decor,8.8,"[' Leisure trip ', ' Family with older children ', ' Superior Queen Room ', ' Stayed 1 night ']",9,400 day,6,400,461
2016-06-30,location,everything not clean they tested fire alarm and they didnt tell me which is very bad,3.3,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,399 day,6,399,462
2017-06-05,Really this hotel as 2 star and dirty room poor services never and ever I book again this hotel,Room Sevises,3.8,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4,59 days,6,59,463
2017-06-13,Lovely staff and brilliant location,No Negative,10,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,51 days,6,51,464
2016-06-26,One of the best and most professional hotels I have stayed at in Paris,No Negative,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",24,403 day,6,403,465
2016-06-28,Good service,At first I was placed in a room on the third floor which used to be the smoking floor It still smelled of smoke But the friendly staff got me another room that was fine,7.5,"[' Leisure trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",12,401 day,6,401,466
2016-06-28,Everything,Nothing,10,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,401 day,6,401,467
2017-06-22,the staff are really friendly welcoming and speak English on arrival they gave us a map of Paris highlighted where the hotel was The rooms are clean with air conditioning the beds are comfortable The hotel offers a continental buffet breakfast for 14 euros The hotel is next to the metro station and is only 5 minutes walk from the Accord Hotels Arena plenty of caf bars within a few minutes walk,nothing,10,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 3 nights ']",1,42 days,6,42,468
2017-06-17,It was very clean Metro station is near only 4 blocks,Anything for tourism is near you need to walk a lot or take the metro Additionally one day at the dinner they refuse to sell wine to all customers If you want to taste pasta you need a good wine,6.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",7,47 days,6,47,469
2016-06-01,cozy bar and terrace free drink voucher,Room was cleaned but could be paid more attention e g body lotion was already used Thin wall Need to walk a bit to the nearest tram station,7.9,"[' Leisure trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 2 nights ']",54,428 day,6,428,470
2017-06-22,Great breakfast chic room close to Metro,No Negative,10,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Suite with Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",29,42 days,6,42,471
2017-06-05,Extras cupboard for small items and water and ice to help self to,No Negative,9.6,"[' Leisure trip ', ' Group ', ' Standard Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,59 days,6,59,472
2016-06-12,Convenient location Friendly service,No Negative,9.2,"[' Leisure trip ', ' Couple ', ' Queen Room with Mobility Access ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",1,417 day,6,417,473
2016-06-15,The bed size and towels and gowns,That the TV auto turns on in the morning and the gentleman that checked us in was very unhelpful and due to him there was confusion paying our bill at check out,8.3,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,414 day,6,414,474
2016-06-22,The hotel is perfect if you are visiting Wembley stadium 5 minute walk from hotel,I think check in could be a little earlier than 3pm,8.3,"[' Leisure trip ', ' Group ', ' Superior Twin Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,407 day,6,407,475
2016-06-12,Value for money in a good location to the city,No Negative,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,417 day,6,417,476
2017-06-22,Breakfast was OK,Price value total rip off Very old and unconvenient facilities mainly shower Staff was unfriendly and not professionnal at all No A C couldnt sleep whole night,3.3,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']",1,42 days,6,42,477
2017-06-20,Very good stay ideal location,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",4,44 days,6,44,478
2017-06-19,I like this hotel and will choose it again next time,No Negative,7.9,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room with Internal View ', ' Stayed 1 night ']",1,45 days,6,45,479
2017-06-27,One of the best hotels in london Very classy and prestige,Just the faint dlr train noise throughout the night which isnt too bad,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room without Window ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,37 days,6,37,480
2017-06-06,Freshly made coffee pastries,No Negative,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",7,58 days,6,58,481
2017-06-05,Clean good location good quality,No Negative,9.6,"[' Business trip ', ' Group ', ' Executive Twin Room ', ' Stayed 2 nights ']",20,59 days,6,59,482
2016-06-16,Ease of access to O2 hotel staff are very professional and helpful great breakfast,Nothing,9.6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,413 day,6,413,483
2016-06-09,Everything,Breakfast,10,"[' Family with older children ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,420 day,6,420,484
2017-06-29,Bed was cozy and comfortable Strong water pressure and quick boiled water easy access to public transportation 5min walk to sprinter metro bus tram,stayed without breakfast hotel room and facilities was acceptable but a little bit noisy Wifi too week to many times disconnected almost impossible to use it No complimentary water bath shoes Refrigerator was too hot I put something but it was heating rather than cooling finally I unplugged it to avoid fire stayed 4 nights but skipped changing bedclothes,5.8,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 4 nights ']",15,35 days,6,35,485
2016-06-29,Staff very helpful Lovely breakfast great variety to choose from Very convenient to Shepherds Bush Tube station shops,No Negative,9.2,"[' Leisure trip ', ' Couple ', ' Double Hilton Guestroom ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",2,400 day,6,400,486
2016-06-07,Variety of food at breakfast Very friendly staff,The price of breakfast The little option in the mini bar,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2,422 day,6,422,487
2016-06-12,Very helpful staff useful location,No shower in room just handheld option with bath that had very poor water pressure Hairdryer mounted no where near the mirror,8.3,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8,417 day,6,417,488
2017-06-23,The staff are very friendly and very helpful from checking in to checking out We really enjoyed our stay here with the arena so close you realise how lucky you are to be staying here,Enjoyed every minute no complaints,10,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",8,41 days,6,41,489
2016-06-27,D co ambiance et staff aux petits soins,Nothing really,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",16,402 day,6,402,490
2016-06-21,location,low to no water pressure in shower in the mornings,7.5,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",25,408 day,6,408,491
2017-06-27,The roof window is quite fun to see out of the city and excellent staffs,No Negative,10,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,37 days,6,37,492
2017-07-17,Staff were extremely nice food was fresh and delicious and location was perfect 5 minutes walk from arc the triumph,Unexpected hotel alarm turned on in the middle of the day and waked us up through our siesta,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 3 nights ']",1,17 days,7,17,493
2016-07-20,The bed was very comfortable The breakfast was delicious and fresh loved all the choices and pots of coffee The staff were very helpful and happy,To be given a little map of the local surrounds and shops as well as the Amsterdam map,9.6,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ']",1,379 day,7,379,494
2017-07-02,Perfect location for sight seeing and had a view of the tower from the room I was concerned to see a metro line right in front of the hotel but the sound proofing was excellent Combined with the comfortable bed we had a very good night sleep,No Negative,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",2,32 days,7,32,495
2017-07-16,Every thing,Nothing,8.3,"[' Group ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,18 days,7,18,496
2016-07-14,Excellent choice at breakfast very friendly staff bed very comy reception staff very helpful Would DEFINeTLY stay sgain,Wardrobe space could have been bigger,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,385 day,7,385,497
2017-07-18,The entire stay was excellent from check in to check out The staff in the Hotel were very very good and made our stay very enjoyable,It would be hard to improve on excellence,10,"[' Leisure trip ', ' Couple ', ' Twin Room with Courtyard View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,16 days,7,16,498
2017-07-16,Perfectly located for Bastille Day festivities at Eiffel Tower,Please include directions from Eiffel Tower metro station,9.6,"[' Leisure trip ', ' Couple ', ' Privilege Room with Double Bed and Single Sofa Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,18 days,7,18,499
2016-07-26,I ve previously stayed been pleasantly surprised However this occasion felt short The reception staff were very unfriendly unaccommodating We asked that a note would be made for an early check in it possible the receptionist informed us no such note existed They over quintupled the deposit policy with no prior warning to a repeat guest We asked if we could be rang when the room was ready as we were in from an early flight no call ever came There was no blind or curtains on the window in our room,Good location across from a lovely little London park Great approximation to Holborn tube station,6.3,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ']",8,373 day,7,373,500
2016-07-23,Un hotel estupendo,No Negative,7.9,"[' Leisure trip ', ' Family with older children ', ' Triple Room ', ' Stayed 2 nights ']",2,376 day,7,376,501
2017-07-22,I was given a free upgrade,No Negative,10,"[' Solo traveler ', ' Standard Double Room without Window ', ' Stayed 2 nights ']",8,12 days,7,12,502
2017-07-12,Wonderful warm friendly staff Great location Very clean Air con,Room needed a little matinance chipped walls etc and a tab on the small side,7.9,"[' Leisure trip ', ' Group ', ' Studio ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,22 days,7,22,503
2017-07-10,The room was tiny hot and dirty,No Negative,4.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",6,24 days,7,24,504
2017-07-10,Clean and near to where I needed to go,Room very small for 2 people Bar closed early,5.4,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,24 days,7,24,505
2016-07-03,We stayed in the studio apartment and it was great It was extremely spacious and clean and it was great having the washing machine and dryer in the room we were halfway through our holiday so it was good being able to do a quick load of washing so we could have fresh clothes for the rest of the trip The location is also excellent it was within walking distance of lots of tourist attractions shops and restaurants The staff were very friendly and helpful The studio apartment is located up two flights of very steep narrow stairs which was fine for us but might be problematic for some people but the staff helped us carry our bags I would highly recommend staying here,One of the nights we were there was a Saturday night and there was a lot of noise from the street people yelling out and cars honking until about 4am The other night was very quiet though,10,"[' Leisure trip ', ' Couple ', ' Stunning City Studio ', ' Stayed 2 nights ']",7,396 day,7,396,506
2016-07-03,Really nice hotel Clean and modern,The view from our larger room wasn t good at all,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,396 day,7,396,507
2016-07-30,central location easily to reach from the airport by the express train,The view,7.9,"[' Business trip ', ' Solo traveler ', ' Superior Room with Queen size bed and Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",68,369 day,7,369,508
2017-07-28,No Positive,The staff at the front desk could have been friendlier The staff that provided the afternoon snacks were really friendly,9.2,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,6 days,7,6,509
2016-07-13,Great shower no bath but not an issue Comfortable beds Great breakfast Public areas good Location great for shops American Embassy tube Walkable to theatres 30 minutes,Twin room was very small even by London standards and up in roof space air condition noisy individual unit attached to wall Had feel of tourist hotel except public areas,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Double Twin Room ', ' Stayed 1 night ']",1,386 day,7,386,510
2016-07-12,Location is perfect,Free wifi is a bit slow,8.3,"[' Leisure trip ', ' Couple ', ' Double Room with Public Transport Ticket ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,387 day,7,387,511
2017-07-24,Room was beautiful quirky comfortable Staff could not have been more friendly and helpful throughout our stay Superb location with lots of bars and places to eat a few steps away the Bastille a short walk down the road and around the corner and very well connected to metro routes to other parts of Paris such a breeze to get about Blackout curtains in the room were great and the lighting fixtures e g tiny lights inbedded into the bathroom walls were particularly snazzy,Nothing wrong worth mentioning,9.6,"[' Leisure trip ', ' Couple ', ' Double Room Insolite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,10 days,7,10,512
2016-07-03,Really pretty rooms and the lift was so cute,No Negative,10,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ']",2,396 day,7,396,513
2016-07-08,Affordable nice family room with kids and close to public transportation,No Negative,7.5,"[' Leisure trip ', ' Group ', ' Superior Room with Queensize Bed and double couch 2 adults 2 children ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,391 day,7,391,514
2016-07-21,The location was excellent Breakfast was really good I stayed in a club twin room and it was really comfortable and spacious and bright,No Negative,8.8,"[' Leisure trip ', ' Group ', ' Club Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",2,378 day,7,378,515
2017-07-19,Huge choice for breakfast Staff really friedkysnf helpful throughout the hotel,No Negative,9.2,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,15 days,7,15,516
2016-07-30,This was our favourite hotel in Spain Firstly the service was exceptional The front desk staff bent over backwards to help in any way The room was spotlessly clean chic and well appointed We enjoyed the separate room with the hammock couch and balcony We saw the value in the separate room in that the bedroom was very quiet yet you could enjoy the street scene from the bonus room The all day evening tapas was excellent as was the made to order breakfast The rooftop terrace was a beautiful relaxing spot in a busy city The location was perfect a very short walk to Las Ramblas We would definitely stay there again We had read the reviews and were not disappointed It is a modern chic boutique style hotel,Nothing,10,"[' Leisure trip ', ' Couple ', ' Camper Room ', ' Stayed 3 nights ']",9,369 day,7,369,517
2017-07-05,The custard in the croissants was a bonus indeed the breakfast was superb The staff were brilliant The afternoon tea was novel The recommendation for dinner at Mamma Rosa on Piazza Cincinnato 4 was inspired The staff were brilliant and would particularly like to mention Letizia and Fallilico The hotel was a nice walk from the Duomo but could have used the tram system The trams were a bit like the old Blackpool trams with loads of character Did the Hop on Hop Off Bus and really saw the city Was there for 2 nights and one full day in the city Could have done with another day The Milanese people were very welcoming,There was nothing to dislike,10,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",2,29 days,7,29,518
2017-07-09,Location design friendly comfortable,The 3 rd bed was so so hard and uncomfortable,10,"[' Leisure trip ', ' Family with young children ', ' Comfort Double or Twin Room with Extra Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",13,25 days,7,25,519
2016-07-05,No Positive,Booking com messed up the reservation name which meant it took ages to check in not the hotels fault booking coms fault,10,"[' Leisure trip ', ' Group ', ' Superior Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,394 day,7,394,520
2016-07-28,Friendly staff attractive and clean hotel With executive booking you get free wifi and free minibar plus free breakfast and happy hour Perfection Great location too,No Negative,10,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ']",1,371 day,7,371,521
2016-07-30,The location is perfect The breakfast is excellent The staff are very courteous and professional,No Negative,9.2,"[' Solo traveler ', ' Double Guest Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",1,369 day,7,369,522
2017-07-17,front office staff was exceptionally helpful,No Negative,8.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",3,17 days,7,17,523
2017-07-08,Perfect location walking distance from train station Breakfast was sufficient Staff was friendly,No Negative,10,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,26 days,7,26,524
2017-07-15,Very friendly and helpful staff Hotel is very close to the shops and many top quality restaurants nearby too Close to metro station too which is very easy to use and inexpensive too with one or two day tickets to travel anywhere on the main city lines,San Siro museum was very disappointing Very few trophies on show mainly old jerseys worn by stars of the past very little historical information too Not worth the 17 Euro feeand not a patch on Nou Camp Bernabeu Old Trafford or Easter Road,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",10,19 days,7,19,525
2017-07-15,The staff was very friendly the hotel was quite close to the Central railway station that was very important for our short trip from Budapest to Vienna,the old TV but it was not really important,9.2,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 1 night ']",3,19 days,7,19,526
2017-07-09,The breakfast is excellent,Not many restaurants nearby,8.8,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",7,25 days,7,25,527
2016-07-29,We had a fantastic view of London from our room Amazing staff,The carpets and furnitures need to be replaced or refurbished TV was a nightmare to use Provide more instructions Bathroom sink had a very bad smell Change the red lighting by the window,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",1,370 day,7,370,528
2017-07-13,Great breakfast Lovely staff great location,Nescafe sachets in the bedroom Horrible coffee,8.8,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 2 nights ']",2,21 days,7,21,529
2016-07-14,The roof terrace,Reception was terrible There are almost always queues and its v slow The rooms are basic and in need of decoration We were lucky enough to get an upgrade but had to move rooms during our stay,5.4,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,385 day,7,385,530
2017-07-01,Good location Clean Good value,Window unable to open Airco not very cold,9.2,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",13,33 days,7,33,531
2017-07-26,Great location close to the beach shopping and various sights Excellent breakfast buffet with a wide selection of different foods as well as excellent coffee Very friendly and helpful front office staff at the reception,No Negative,10,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 6 nights ']",1,8 days,7,8,532
2017-07-31,My wife and I recently paid another visit to Amsterdam staying at the Swissotel on the Damrak right next to Dam Square The hotel has recently had some renovations especially the restaurant which to me is modern Dutch and very nice We stayed in a select room which was also recently renovated and had a terrific bathroom with a rain shower which I loved and like the rest of the room was kept spotless The one downside was I found the room on the small side with hardly enough room for my wife and I to pass each other between the bed and the desk but we soon got into a routine Speaking about the bed which was very huge and comfortable but boy was it high I recon about 3 5 feet 105cm there was even a menu for your pillows also there was no need to close the curtains just press a button and it was done We were there for an anniversary break and the hotel gave us a curtesy bottle of bubbly which was very much appreciated I had to check in online for our return flights but for some reason I couldn t complete this but the concierge called Albert managed to do this for us saving time at the airport another great service from the very helpful staff at this hotel The hotel is in the perfect location for exploring the city there are bars restaurants shops red light area all within walking distance and believe me it s the way to see the city not forgetting the canal boat trips I would recommend this hotel and will stay there again,Size of room,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room Select ', ' Stayed 3 nights ']",9,3 days,7,3,533
2016-07-08,great location for seeing Barcelona easy access to transportation right out the front entrance great location on marina with great restaurants and tour sites a short walk away nice rooftop pool sun deck bar area for fabulous views of the marina and city,booked the executive room w balcony which only provided space to stand in the 2 5 wide area it didn t have any normal balcony amenities for seating only allowed for sliding door to open for ventilation but no other purpose for the balcony,10,"[' Leisure trip ', ' Couple ', ' Premier Room with Balcony ', ' Stayed 3 nights ']",6,391 day,7,391,534
2016-07-16,Fire alarm twice in through the night and noisey tenants Shocking to be honest,Service following the poor night sleep wasn t helpful,3.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,383 day,7,383,535
2016-07-03,No Positive,Breakfast is poor Cold coffee stale croissants Not to mention the hot buffet,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room without Window ', ' Stayed 1 night ', ' Submitted from a mobile device ']",12,396 day,7,396,536
2017-07-29,Great location staff and restaurants,No Negative,10,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4,5 days,7,5,537
2017-07-05,I didn t like any thing of the hotel,I booked the A C room but it was not working and inspire of couple of complaints nothing was done to set it right Room is too small and the bathroom which is almost touching the bed is really too bad I requested to check out just 10 minutes late but it was bluntly refused by the staff which in hotel industry Over all very bad experience There was no bell boy to carry the luggage and we had to bring down all the luggage ourselves,2.5,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,29 days,7,29,538
2017-07-09,No complimentary water at the room,Nothing,7.5,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",6,25 days,7,25,539
2016-07-07,Great location Lovely room Cozy,No Negative,10,"[' Leisure trip ', ' Family with older children ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,392 day,7,392,540
2017-07-04,The parking directly at the hotel The room was nice as was the bathroom as spacious as a squash court,They do not serve alcoholic drinks not even a beer The minibar was not working in my room and after I advised the receptionist nothing changed He just told me they also have drinks available in the main hall The fitness room defective machines and depressing atmosphere Service was awful,5.8,"[' Business trip ', ' Solo traveler ', ' Comfort Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",19,30 days,7,30,541
2016-07-17,No Positive,Better training for staff as they were not welcoming and too busy with their tasks Better maintenance for the building one of the lifts was frequently broken the shower water pump mad a loud noise Had towels with holes in it Need a lot of improvement to be 5 star It was very very poor,2.5,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 8 nights ']",1,382 day,7,382,542
